"rowname","onset","year","id_cells","offset","duration"
"1969.669",79.7588700479816,1969,669,263.13043154191,183.371561493929
"1969.679",155.690240919723,1969,679,232.895688031404,77.2054471116807
"1970.679",160.620971305582,1970,679,255.443711080199,94.8227397746177
"1941.721",175.200183762813,1941,721,227.940442879256,52.7402591164427
"1919.1180",140.216840709958,1919,1180,234.432138532045,94.2152978220873
"1963.2106",114.826120679608,1963,2106,244.54775735972,129.721636680112
"2012.2208",167.453616893286,2012,2208,208.206999828709,40.7533829354229
"1968.2258",94.8288160345395,1968,2258,233.681190003906,138.852373969367
"1982.2258",114.337337511639,1982,2258,208.86403314393,94.5266956322911
"1983.2258",102.113411377494,1983,2258,206.188873839818,104.075462462324
