"onset","onset_low","onset_high","rowname","year","id_cells","offset","offset_low","offset_high","duration","scientificName","Order"
97.4,92,104,2019.311,2019,311,184.95,143.5,189,87.55,"Calopteryx maculata","Odonata"
104.2,97,113,2019.32,2019,320,160.8,137.15,168,56.6,"Calopteryx maculata","Odonata"
126,120,132,2019.342,2019,342,239,189,266,113,"Calopteryx maculata","Odonata"
97.5,97,101.5,2016.374,2016,374,226.5,176,227,129,"Calopteryx maculata","Odonata"
97.4,91,102.2,2017.374,2017,374,280.4,246,286,183,"Calopteryx maculata","Odonata"
104.5,95,105.95,2018.374,2018,374,235.05,194.05,274,130.55,"Calopteryx maculata","Odonata"
86.6,80,97.1,2019.374,2019,374,247.4,192.2,251,160.8,"Calopteryx maculata","Odonata"
136.5,117,143,2019.454,2019,454,214.25,193,236,77.75,"Calopteryx maculata","Odonata"
144.8,143,148.35,2019.53,2019,530,231.65,194.6,251,86.8499999999999,"Calopteryx maculata","Odonata"
157.2,154,162,2018.533,2018,533,205.6,186.4,216,48.4,"Calopteryx maculata","Odonata"
142.85,142,143.85,2019.533,2019,533,225.05,202.25,231,82.2,"Calopteryx maculata","Odonata"
157.35,147,170,2018.534,2018,534,207.2,196.45,209,49.85,"Calopteryx maculata","Odonata"
130.5,127,135,2018.535,2018,535,172,159,181,41.5,"Calopteryx maculata","Odonata"
136.3,130,144,2018.577,2018,577,179.6,170.65,185,43.3,"Calopteryx maculata","Odonata"
133.25,131,134.75,2019.577,2019,577,195.5,173.75,209,62.25,"Calopteryx maculata","Odonata"
117.65,117,121.25,2019.578,2019,578,219.35,185,220,101.7,"Calopteryx maculata","Odonata"
155,148,162,2019.661,2019,661,201,190,206,46,"Calopteryx maculata","Odonata"
128.65,127,139.35,2017.662,2017,662,231.55,204,242,102.9,"Calopteryx maculata","Odonata"
130,123,137,2019.662,2019,662,212,179,222,82,"Calopteryx maculata","Odonata"
129.5,128,135.5,2019.663,2019,663,180.5,162.5,187,51,"Calopteryx maculata","Odonata"
145.8,144,146.9,2019.697,2019,697,227.4,202.6,240,81.6,"Calopteryx maculata","Odonata"
135.6,131,149.3,2019.698,2019,698,215.7,205.9,217,80.1,"Calopteryx maculata","Odonata"
140.4,138,142.6,2019.699,2019,699,214.2,199,227,73.8,"Calopteryx maculata","Odonata"
135,126,141.4,2019.703,2019,703,199.4,186.6,213,64.4,"Calopteryx maculata","Odonata"
147,143,151.5,2017.704,2017,704,230,192,252,83,"Calopteryx maculata","Odonata"
144.2,140,148.1,2018.704,2018,704,217.3,187.3,239,73.1,"Calopteryx maculata","Odonata"
138.6,137,139.8,2019.704,2019,704,203.8,188,207,65.2,"Calopteryx maculata","Odonata"
149.4,147,152.8,2017.738,2017,738,230.2,211.6,235,80.8,"Calopteryx maculata","Odonata"
137.6,134,148.8,2018.738,2018,738,248.8,216.8,256,111.2,"Calopteryx maculata","Odonata"
148.1,145,153.1,2019.738,2019,738,243.3,226.2,252,95.2,"Calopteryx maculata","Odonata"
147.55,147,150.75,2015.739,2015,739,213.85,185.35,232,66.3,"Calopteryx maculata","Odonata"
150.2,149,151,2016.739,2016,739,247.8,205,249,97.6,"Calopteryx maculata","Odonata"
146.25,142,152.3,2017.739,2017,739,248.8,230.4,263,102.55,"Calopteryx maculata","Odonata"
142.65,137,146.65,2018.739,2018,739,219.9,211,247,77.25,"Calopteryx maculata","Odonata"
141.2,119,148,2019.739,2019,739,233.35,223.45,255.1,92.15,"Calopteryx maculata","Odonata"
148.7,146,162.35,2018.74,2018,740,197.1,191.1,198,48.4,"Calopteryx maculata","Odonata"
139.25,138,148.15,2019.74,2019,740,199.95,195.9,219,60.7,"Calopteryx maculata","Odonata"
144.4,143,148.5,2015.744,2015,744,217.5,205.3,221,73.1,"Calopteryx maculata","Odonata"
155,149,157,2016.744,2016,744,223,198.75,226,68,"Calopteryx maculata","Odonata"
141.75,135,148.25,2017.744,2017,744,207.25,182.75,227,65.5,"Calopteryx maculata","Odonata"
148.4,144,154.4,2018.744,2018,744,225.2,199.8,245,76.8,"Calopteryx maculata","Odonata"
134.9,118,139.95,2019.744,2019,744,210.75,203.05,230,75.85,"Calopteryx maculata","Odonata"
143.1,138,146.05,2019.745,2019,745,226.7,195.85,251,83.6,"Calopteryx maculata","Odonata"
152.25,150,155,2018.746,2018,746,237.5,200.55,242,85.25,"Calopteryx maculata","Odonata"
142.95,138,147,2019.746,2019,746,235.55,193.45,246,92.6,"Calopteryx maculata","Odonata"
156.15,153,160.2,2019.778,2019,778,231.1,211.75,241,74.95,"Calopteryx maculata","Odonata"
153.2,143,160.4,2018.779,2018,779,226.6,199,229,73.4,"Calopteryx maculata","Odonata"
149.95,149,151.9,2019.779,2019,779,241.1,221.55,243,91.15,"Calopteryx maculata","Odonata"
150.7,150,151.7,2018.78,2018,780,221.9,209.4,238,71.2,"Calopteryx maculata","Odonata"
148.3,143,150.65,2019.78,2019,780,242.05,213.2,245,93.75,"Calopteryx maculata","Odonata"
149.75,147,154.15,2019.781,2019,781,244.35,196.65,246,94.6,"Calopteryx maculata","Odonata"
158.6,146,167,2018.782,2018,782,212,190.4,215,53.4,"Calopteryx maculata","Odonata"
146.3,119,158,2019.782,2019,782,212.5,201,230,66.2,"Calopteryx maculata","Odonata"
147.8,143,152.6,2018.785,2018,785,212.2,189.2,217,64.4,"Calopteryx maculata","Odonata"
150,141,153,2019.785,2019,785,212.75,191,257,62.75,"Calopteryx maculata","Odonata"
140.5,131,148.6,2019.786,2019,786,213.25,189.05,218,72.75,"Calopteryx maculata","Odonata"
171.9,171,173.7,2019.814,2019,814,212.55,199,213,40.65,"Calopteryx maculata","Odonata"
154.35,153,157.05,2017.815,2017,815,214.2,182.7,216,59.85,"Calopteryx maculata","Odonata"
152.8,149,156.8,2019.815,2019,815,219.2,206.6,234,66.4,"Calopteryx maculata","Odonata"
148.8,148,150.6,2015.82,2015,820,201.4,186.2,211,52.6,"Calopteryx maculata","Odonata"
147.85,126,149.75,2016.82,2016,820,206.1,185.75,208,58.25,"Calopteryx maculata","Odonata"
144.45,136,149,2017.82,2017,820,196.35,185,197,51.9,"Calopteryx maculata","Odonata"
146.4,145,152.4,2018.82,2018,820,248.6,221.8,256,102.2,"Calopteryx maculata","Odonata"
149.7,145,153.4,2019.82,2019,820,244.9,239.3,252,95.2,"Calopteryx maculata","Odonata"
157.85,143,170,2018.821,2018,821,216.35,206.7,218,58.5,"Calopteryx maculata","Odonata"
154.75,145,161.2,2019.821,2019,821,221.8,207.9,238,67.05,"Calopteryx maculata","Odonata"
161.15,158,165,2017.826,2017,826,209.2,203,211,48.05,"Calopteryx maculata","Odonata"
161.2,146,164.05,2018.826,2018,826,217.05,207.55,256,55.85,"Calopteryx maculata","Odonata"
153.35,147,163.15,2019.826,2019,826,213.95,204.85,222,60.6,"Calopteryx maculata","Odonata"
174.35,173,177.5,2019.856,2019,856,217.15,205.55,223,42.8,"Calopteryx maculata","Odonata"
149.5,146,153,2018.858,2018,858,245,203.5,265,95.5,"Calopteryx maculata","Odonata"
159.1,157,167,2019.859,2019,859,222.3,209,237,63.2,"Calopteryx maculata","Odonata"
155.2,153,157.4,2019.86,2019,860,211.8,200.1,214,56.6,"Calopteryx maculata","Odonata"
153.5,151,156,2019.862,2019,862,208.5,176,222,55,"Calopteryx maculata","Odonata"
168.5,164,173,2017.867,2017,867,199.5,193,203,31,"Calopteryx maculata","Odonata"
159,131,160,2019.867,2019,867,240,199,277,81,"Calopteryx maculata","Odonata"
154.15,151,166.3,2019.868,2019,868,216.35,198.85,224,62.2,"Calopteryx maculata","Odonata"
159.8,158,164.25,2017.907,2017,907,220.2,211.1,222,60.4,"Calopteryx maculata","Odonata"
151.75,151,157.25,2019.907,2019,907,245.25,224,249,93.5,"Calopteryx maculata","Odonata"
158.9,158,162.7,2019.91,2019,910,214.9,198.85,223,56,"Calopteryx maculata","Odonata"
153.9,152,154.95,2019.937,2019,937,202.55,193.45,213,48.65,"Calopteryx maculata","Odonata"
164.6,163,165.8,2019.953,2019,953,217.4,207,219,52.8,"Calopteryx maculata","Odonata"
156,153,167.5,2018.954,2018,954,222,208.5,232,66,"Calopteryx maculata","Odonata"
158.3,154,161.6,2019.954,2019,954,211.2,201.5,238,52.9,"Calopteryx maculata","Odonata"
160.05,147,176,2017.995,2017,995,234.35,218.2,242,74.3,"Calopteryx maculata","Odonata"
191.5,189,194.5,2019.995,2019,995,233,215.5,234,41.5,"Calopteryx maculata","Odonata"
154,150,158.5,2016.1036,2016,1036,220.5,196.5,231,66.5,"Calopteryx maculata","Odonata"
164.6,163,165.8,2017.1036,2017,1036,225.6,203.2,240,61,"Calopteryx maculata","Odonata"
165.1,148,167.8,2019.1036,2019,1036,231.5,209.9,236,66.4,"Calopteryx maculata","Odonata"
154.5,153,156.5,2018.289,2018,289,301,252,329,146.5,"Cicindela punctulata","Coleoptera"
153.65,146,163,2018.404,2018,404,250.9,208.55,277,97.2499999999999,"Cicindela punctulata","Coleoptera"
155.8,155,163.2,2019.404,2019,404,297.8,286,313,142,"Cicindela punctulata","Coleoptera"
148,147,149.5,2018.519,2018,519,266.5,233.5,274,118.5,"Cicindela punctulata","Coleoptera"
191.45,191,192.45,2019.722,2019,722,229.45,213.4,238,38,"Cicindela punctulata","Coleoptera"
193.15,190,197,2019.1036,2019,1036,236.1,218.15,237,42.95,"Cicindela punctulata","Coleoptera"
61,55,67,2019.247,2019,247,125,113.5,132,64,"Cicindela sexguttata","Coleoptera"
81.5,77,83,2015.374,2015,374,144.5,111,170,63,"Cicindela sexguttata","Coleoptera"
62.7,61,64.7,2016.374,2016,374,173.55,118,188,110.85,"Cicindela sexguttata","Coleoptera"
76.45,66,79.35,2017.374,2017,374,141.5,124.85,154,65.05,"Cicindela sexguttata","Coleoptera"
72.3,65,80,2018.374,2018,374,169.4,155.2,273,97.1,"Cicindela sexguttata","Coleoptera"
80.2,68,85,2019.374,2019,374,160.4,148,176,80.2,"Cicindela sexguttata","Coleoptera"
104.55,104,108.3,2019.522,2019,522,154.95,131.5,172,50.4,"Cicindela sexguttata","Coleoptera"
102.55,94,113,2019.53,2019,530,169.95,145.7,174,67.4,"Cicindela sexguttata","Coleoptera"
113,108,126.5,2019.532,2019,532,205,182,215,92,"Cicindela sexguttata","Coleoptera"
101.5,101,104,2019.533,2019,533,189.5,135.5,236,88,"Cicindela sexguttata","Coleoptera"
88,87,90,2018.577,2018,577,145.5,123.5,151,57.5,"Cicindela sexguttata","Coleoptera"
70.5,35,106,2019.615,2019,615,186.5,153.5,201,116,"Cicindela sexguttata","Coleoptera"
120.5,116,129.5,2018.65,2018,650,212.85,181,216,92.35,"Cicindela sexguttata","Coleoptera"
120.3,117,123,2019.661,2019,661,261.75,166.55,325,141.45,"Cicindela sexguttata","Coleoptera"
98.4,94,102.25,2019.697,2019,697,157.95,147.5,164,59.55,"Cicindela sexguttata","Coleoptera"
130.65,123,140,2015.703,2015,703,286.05,192.45,309,155.4,"Cicindela sexguttata","Coleoptera"
102.3,96,107.5,2018.703,2018,703,265.6,144,271,163.3,"Cicindela sexguttata","Coleoptera"
103,99,104,2019.703,2019,703,155,137,181,52,"Cicindela sexguttata","Coleoptera"
93.4,79,100.6,2019.704,2019,704,154.6,134.4,165,61.2,"Cicindela sexguttata","Coleoptera"
106.6,103,113.2,2015.744,2015,744,206.2,171.2,214,99.6,"Cicindela sexguttata","Coleoptera"
86.3,83,94.2,2016.744,2016,744,200.9,157.5,233,114.6,"Cicindela sexguttata","Coleoptera"
89.8,86,98.45,2017.744,2017,744,206.6,175.55,267,116.8,"Cicindela sexguttata","Coleoptera"
102.85,90,107.4,2018.744,2018,744,196.45,168.35,269,93.6,"Cicindela sexguttata","Coleoptera"
101.3,96,104,2019.744,2019,744,211.9,178,218,110.6,"Cicindela sexguttata","Coleoptera"
78.25,37,94.75,2016.745,2016,745,214,182,262,135.75,"Cicindela sexguttata","Coleoptera"
96,92,102.5,2017.745,2017,745,192.5,161.5,196,96.5,"Cicindela sexguttata","Coleoptera"
122.1,121,124.1,2018.775,2018,775,174.4,155.8,192,52.3,"Cicindela sexguttata","Coleoptera"
107.55,107,120.65,2019.78,2019,780,161.35,155.15,163,53.8,"Cicindela sexguttata","Coleoptera"
109.7,107,113,2019.782,2019,782,172.6,143.65,187,62.9,"Cicindela sexguttata","Coleoptera"
102.75,98,111.55,2019.785,2019,785,181.75,167.7,196,79,"Cicindela sexguttata","Coleoptera"
125.9,125,127.45,2018.815,2018,815,171.3,164,174,45.4,"Cicindela sexguttata","Coleoptera"
105.9,105,108.35,2017.82,2017,820,163.3,145.3,166,57.4,"Cicindela sexguttata","Coleoptera"
116,113,118.25,2018.82,2018,820,190.5,152.75,216,74.5,"Cicindela sexguttata","Coleoptera"
123.9,103,125,2019.82,2019,820,202.3,180.1,227,78.4,"Cicindela sexguttata","Coleoptera"
122.5,116,130.5,2019.856,2019,856,235.5,185.5,240,113,"Cicindela sexguttata","Coleoptera"
133.8,125,141,2018.937,2018,937,166.4,157.9,173,32.6,"Cicindela sexguttata","Coleoptera"
143,135,151,2019.937,2019,937,190,165,211,47,"Cicindela sexguttata","Coleoptera"
132.85,127,136,2017.953,2017,953,184.35,173,185,51.5,"Cicindela sexguttata","Coleoptera"
130.2,129,136.4,2019.953,2019,953,195.6,175,207,65.4,"Cicindela sexguttata","Coleoptera"
117.8,114,126,2019.954,2019,954,212.2,172.6,248,94.3999999999999,"Cicindela sexguttata","Coleoptera"
113.4,112,123.8,2016.1036,2016,1036,179.5,164,183,66.1,"Cicindela sexguttata","Coleoptera"
116.8,114,130.2,2017.1036,2017,1036,174.6,167.8,193,57.8,"Cicindela sexguttata","Coleoptera"
116.4,114,119.8,2018.1036,2018,1036,220.8,152.8,282,104.4,"Cicindela sexguttata","Coleoptera"
124.2,117,125.1,2019.1036,2019,1036,185.7,181.4,192,61.5,"Cicindela sexguttata","Coleoptera"
21.25,17,37.3,2019.244,2019,244,275.55,190.2,290,254.3,"Coccinella septempunctata","Coleoptera"
83.2,72,89.2,2018.245,2018,245,349.6,337.8,352,266.4,"Coccinella septempunctata","Coleoptera"
42.15,8,51,2019.245,2019,245,336.5,254.15,339,294.35,"Coccinella septempunctata","Coleoptera"
94.5,75,101,2019.247,2019,247,276.25,168,292,181.75,"Coccinella septempunctata","Coleoptera"
44.4,24,60,2015.274,2015,274,152.6,126,155,108.2,"Coccinella septempunctata","Coleoptera"
45,34,72.6,2016.274,2016,274,324.8,251.6,366,279.8,"Coccinella septempunctata","Coleoptera"
43,19,50,2017.274,2017,274,341,290,354,298,"Coccinella septempunctata","Coleoptera"
27,8,48.5,2018.274,2018,274,306.75,297,324,279.75,"Coccinella septempunctata","Coleoptera"
27.8,7,47.6,2019.274,2019,274,325.8,306.4,342,298,"Coccinella septempunctata","Coleoptera"
58.6,55,74.15,2018.275,2018,275,313.9,298.7,325,255.3,"Coccinella septempunctata","Coleoptera"
67.1,58,79.7,2019.275,2019,275,255.5,124.3,336,188.4,"Coccinella septempunctata","Coleoptera"
61.5,35,88,2019.276,2019,276,309.5,206,320,248,"Coccinella septempunctata","Coleoptera"
64.4,60,82.55,2019.307,2019,307,203.9,138.45,282,139.5,"Coccinella septempunctata","Coleoptera"
90.75,84,100.8,2018.308,2018,308,349.85,314.2,362,259.1,"Coccinella septempunctata","Coleoptera"
51.75,8,75.25,2019.308,2019,308,291.5,265,319,239.75,"Coccinella septempunctata","Coleoptera"
26.6,14,39.2,2019.34,2019,340,126.6,112,132,100,"Coccinella septempunctata","Coleoptera"
66.8,60,71.4,2016.341,2016,341,270.1,153.2,282,203.3,"Coccinella septempunctata","Coleoptera"
56.3,42,68,2017.341,2017,341,274.35,131,276,218.05,"Coccinella septempunctata","Coleoptera"
99.4,85,110.6,2018.341,2018,341,304.6,297.4,311,205.2,"Coccinella septempunctata","Coleoptera"
53,27,67,2019.341,2019,341,300.25,139.9,323,247.25,"Coccinella septempunctata","Coleoptera"
94.4,40,99.2,2015.374,2015,374,342.8,329,363,248.4,"Coccinella septempunctata","Coleoptera"
35.8,27.4,59,2016.374,2016,374,325.2,282,346.6,289.4,"Coccinella septempunctata","Coleoptera"
37.65,29,48,2017.374,2017,374,304.35,283,355.7,266.7,"Coccinella septempunctata","Coleoptera"
68.6,6,78.8,2018.374,2018,374,324.8,310,346,256.2,"Coccinella septempunctata","Coleoptera"
35.6,9,47.8,2019.374,2019,374,322.4,308,339,286.8,"Coccinella septempunctata","Coleoptera"
92.75,68,101,2019.404,2019,404,300.75,236.5,318,208,"Coccinella septempunctata","Coleoptera"
97.85,97,103.1,2019.407,2019,407,333.65,306.05,360,235.8,"Coccinella septempunctata","Coleoptera"
29.6,26,55.2,2016.425,2016,425,169.1,136,341,139.5,"Coccinella septempunctata","Coleoptera"
23.1,4,60,2017.425,2017,425,311.6,133.75,336,288.5,"Coccinella septempunctata","Coleoptera"
19.65,19,23.25,2018.425,2018,425,198.8,116,347,179.15,"Coccinella septempunctata","Coleoptera"
91.9,69,96.95,2019.425,2019,425,335.3,283.05,363,243.4,"Coccinella septempunctata","Coleoptera"
52.25,11,79.4,2019.426,2019,426,312.25,153.65,349,260,"Coccinella septempunctata","Coleoptera"
6.95,6,7.95,2017.462,2017,462,337.4,131.25,364,330.45,"Coccinella septempunctata","Coleoptera"
109.5,108,111.5,2019.462,2019,462,156.5,143,166,47,"Coccinella septempunctata","Coleoptera"
22.5,6,39,2015.463,2015,463,346,211.5,353,323.5,"Coccinella septempunctata","Coleoptera"
64.55,64,72.7,2016.463,2016,463,301.25,122,315,236.7,"Coccinella septempunctata","Coleoptera"
39.65,33,74.2,2017.463,2017,463,301.95,125,339,262.3,"Coccinella septempunctata","Coleoptera"
33.6,26,42.55,2018.463,2018,463,292.55,130,322,258.95,"Coccinella septempunctata","Coleoptera"
31.7,12,88.5,2019.463,2019,463,334.2,313.9,364,302.5,"Coccinella septempunctata","Coleoptera"
81.3,78,86.25,2017.464,2017,464,333.75,161.1,342,252.45,"Coccinella septempunctata","Coleoptera"
76.95,37,97.25,2019.464,2019,464,344.4,319.35,349,267.45,"Coccinella septempunctata","Coleoptera"
97.8,96,100.5,2018.481,2018,481,260.15,136,266,162.35,"Coccinella septempunctata","Coleoptera"
47.1,26,99.15,2016.501,2016,501,288.25,148.6,300,241.15,"Coccinella septempunctata","Coleoptera"
91,84,98,2017.501,2017,501,141,131,144,50,"Coccinella septempunctata","Coleoptera"
39.6,13,61.9,2018.501,2018,501,172.1,153,307,132.5,"Coccinella septempunctata","Coleoptera"
50.25,12,97,2019.501,2019,501,324.3,156.35,345,274.05,"Coccinella septempunctata","Coleoptera"
97.7,96,109.9,2015.502,2015,502,301.5,216.25,327,203.8,"Coccinella septempunctata","Coleoptera"
42,8,72,2016.502,2016,502,294,142,305,252,"Coccinella septempunctata","Coleoptera"
27.25,11,51.45,2017.502,2017,502,317.75,289.75,333,290.5,"Coccinella septempunctata","Coleoptera"
31.1,23,32.9,2018.502,2018,502,141.3,126.5,153,110.2,"Coccinella septempunctata","Coleoptera"
87.05,11,97.65,2019.502,2019,502,347.7,307.055077245501,362,260.65,"Coccinella septempunctata","Coleoptera"
63.5,50,65,2015.503,2015,503,247.8,114.2,345,184.3,"Coccinella septempunctata","Coleoptera"
56,35,73,2016.503,2016,503,348.5,320,358,292.5,"Coccinella septempunctata","Coleoptera"
28.35,4,53,2017.503,2017,503,328.05,212.949999999999,350,299.7,"Coccinella septempunctata","Coleoptera"
19.65,11,59.8,2018.503,2018,503,272.05,148.3,327,252.4,"Coccinella septempunctata","Coleoptera"
53.8,23,76.2,2019.503,2019,503,319.4,202,344,265.6,"Coccinella septempunctata","Coleoptera"
105.1,75,118,2017.543,2017,543,305,276.5,326,199.9,"Coccinella septempunctata","Coleoptera"
102.7,91,117,2019.577,2019,577,326.45,219.8,344,223.75,"Coccinella septempunctata","Coleoptera"
101.1,75,104,2019.578,2019,578,292.8,231.2,309,191.7,"Coccinella septempunctata","Coleoptera"
139.5,106,173,2017.64,2017,640,293,249,327,153.5,"Coccinella septempunctata","Coleoptera"
89.95,67,118,2019.64,2019,640,230.2,194.35,250,140.25,"Coccinella septempunctata","Coleoptera"
51.55,51,70.15,2017.662,2017,662,143.2,129,152,91.65,"Coccinella septempunctata","Coleoptera"
77.2,71,81.6,2015.666,2015,666,323,286.2,343,245.8,"Coccinella septempunctata","Coleoptera"
32,18,64,2016.666,2016,666,307,270,336,275,"Coccinella septempunctata","Coleoptera"
46.7,28,77,2017.666,2017,666,216.8,176,327,170.1,"Coccinella septempunctata","Coleoptera"
31.75,5,73.5,2018.666,2018,666,318,250.25,363,286.25,"Coccinella septempunctata","Coleoptera"
37.9,18.9,62.8,2019.666,2019,666,298.9,260.6,338.7,261,"Coccinella septempunctata","Coleoptera"
53,44,89.75,2017.667,2017,667,200.25,143,309,147.25,"Coccinella septempunctata","Coleoptera"
60.3,28,66.95,2018.667,2018,667,317.3,158.3,342,257,"Coccinella septempunctata","Coleoptera"
47.6,42,58.6,2019.667,2019,667,293,158.4,297,245.4,"Coccinella septempunctata","Coleoptera"
90.4,76,108.8,2018.681,2018,681,269.6,211.2,296,179.2,"Coccinella septempunctata","Coleoptera"
81.05,66,84.6,2019.681,2019,681,259.7,196.9,280,178.65,"Coccinella septempunctata","Coleoptera"
146.2,142,149.2,2019.695,2019,695,186,171.8,189,39.8,"Coccinella septempunctata","Coleoptera"
93.4,88,106,2019.703,2019,703,298.4,190,299,205,"Coccinella septempunctata","Coleoptera"
53.7,52,73,2015.707,2015,707,233.3,182.8,345,179.6,"Coccinella septempunctata","Coleoptera"
37.55,9,40.65,2016.707,2016,707,314.15,265.4,363,276.6,"Coccinella septempunctata","Coleoptera"
43.3,24.4,71.1,2017.707,2017,707,325.9,282.9,342.4,282.6,"Coccinella septempunctata","Coleoptera"
36.8,10,56.6,2018.707,2018,707,315.4,270.4,338,278.6,"Coccinella septempunctata","Coleoptera"
50.2,19,60.6,2019.707,2019,707,313.2,292.6,354,263,"Coccinella septempunctata","Coleoptera"
64.5,51,78,2016.708,2016,708,283.5,180.5,285,219,"Coccinella septempunctata","Coleoptera"
27.15,15,42,2017.708,2017,708,260.4,161.7,309,233.25,"Coccinella septempunctata","Coleoptera"
95,52,111,2018.708,2018,708,342,227,359,247,"Coccinella septempunctata","Coleoptera"
22.9,16,39.4,2019.708,2019,708,304.4,269.7,319,281.5,"Coccinella septempunctata","Coleoptera"
137.95,133,148.4,2017.721,2017,721,248.25,200.85,295,110.3,"Coccinella septempunctata","Coleoptera"
67.6,67,71,2018.721,2018,721,194.2,161,208,126.6,"Coccinella septempunctata","Coleoptera"
91.25,89,104.35,2019.721,2019,721,221.8,186.5,229,130.55,"Coccinella septempunctata","Coleoptera"
144.55,140,149.6,2017.722,2017,722,286.05,277,288,141.5,"Coccinella septempunctata","Coleoptera"
59,25,72.6,2018.722,2018,722,193.6,131.9,265,134.6,"Coccinella septempunctata","Coleoptera"
103.5,90,116.7,2019.722,2019,722,221.8,202,238,118.3,"Coccinella septempunctata","Coleoptera"
136.85,136,138.7,2016.744,2016,744,279.3,262,281,142.45,"Coccinella septempunctata","Coleoptera"
111.9,102,125.1,2017.744,2017,744,284.9,271.2,328,173,"Coccinella septempunctata","Coleoptera"
117.55,117,118.55,2018.744,2018,744,229.15,165.25,244,111.6,"Coccinella septempunctata","Coleoptera"
117.7,116,125.65,2019.744,2019,744,283.35,175.05,291,165.65,"Coccinella septempunctata","Coleoptera"
82,67,94.5,2018.747,2018,747,329,212,356,247,"Coccinella septempunctata","Coleoptera"
31,2,94.3,2019.747,2019,747,283.35,182.9,292,252.35,"Coccinella septempunctata","Coleoptera"
65.5,43,93,2018.748,2018,748,237.8,144.2,308,172.3,"Coccinella septempunctata","Coleoptera"
67.65,23,73.35,2019.748,2019,748,307.55,264,337,239.9,"Coccinella septempunctata","Coleoptera"
81.5,72,99.1,2018.756,2018,756,177.35,149.8,222,95.8500000000001,"Coccinella septempunctata","Coleoptera"
87.25,75,101.5,2019.756,2019,756,199,183,286,111.75,"Coccinella septempunctata","Coleoptera"
80.3,55,95.45,2017.826,2017,826,262.7,178.35,265,182.4,"Coccinella septempunctata","Coleoptera"
109.2,102,123.15,2018.826,2018,826,236.4,201.1,258,127.2,"Coccinella septempunctata","Coleoptera"
123.5,119,125.8,2019.826,2019,826,264.3,203,294,140.8,"Coccinella septempunctata","Coleoptera"
75.25,67,94.1,2019.87,2019,870,278.45,264,279,203.2,"Coccinella septempunctata","Coleoptera"
174.9,165,183,2019.954,2019,954,255.85,222.85,274,80.95,"Coccinella septempunctata","Coleoptera"
77.65,76,81.75,2019.999,2019,999,288.85,224.65,329,211.2,"Coccinella septempunctata","Coleoptera"
85.75,73,107.55,2019.1044,2019,1044,297.6,280,301,211.85,"Coccinella septempunctata","Coleoptera"
137.05,115,164,2019.1088,2019,1088,209.65,194.55,220,72.6,"Coccinella septempunctata","Coleoptera"
73.75,28,89,2019.1089,2019,1089,226.5,186.25,255,152.75,"Coccinella septempunctata","Coleoptera"
129.45,108,147,2019.118,2019,1180,286.2,191.4,295,156.75,"Coccinella septempunctata","Coleoptera"
137.5,118,157,2019.1181,2019,1181,213,200,217,75.5,"Coccinella septempunctata","Coleoptera"
65.55,57,84.9,2018.274,2018,274,244.15,191.55,250,178.6,"Coleomegilla maculata","Coleoptera"
148.5,148,156,2016.374,2016,374,309,238,316,160.5,"Coleomegilla maculata","Coleoptera"
70,2,77,2017.374,2017,374,283,180,325,213,"Coleomegilla maculata","Coleoptera"
147.1,142,148.85,2019.695,2019,695,210.95,182,256,63.8499999999999,"Coleomegilla maculata","Coleoptera"
131.5,118,148,2018.744,2018,744,286.05,251,291,154.55,"Coleomegilla maculata","Coleoptera"
127.4,107,132.5,2019.744,2019,744,224.1,212.2,236,96.7,"Coleomegilla maculata","Coleoptera"
93.9,51,117,2018.782,2018,782,263.05,240.3,278,169.15,"Coleomegilla maculata","Coleoptera"
143.5,119,154,2019.782,2019,782,246,206.6,302,102.5,"Coleomegilla maculata","Coleoptera"
121,118,124,2018.785,2018,785,248,177,259,127,"Coleomegilla maculata","Coleoptera"
114.55,110,117.65,2019.785,2019,785,299.35,228.8,300,184.8,"Coleomegilla maculata","Coleoptera"
129.5,125,135,2018.815,2018,815,226.45,177.1,244,96.9499999999999,"Coleomegilla maculata","Coleoptera"
114.8,110,122.2,2019.815,2019,815,274,188,292,159.2,"Coleomegilla maculata","Coleoptera"
119.1,117,134,2018.82,2018,820,277.7,235,284,158.6,"Coleomegilla maculata","Coleoptera"
157,140,174,2019.826,2019,826,306,263.5,313,149,"Coleomegilla maculata","Coleoptera"
34.5,34,52.5,2019.855,2019,855,225,150.5,282,190.5,"Coleomegilla maculata","Coleoptera"
149,140,160,2019.86,2019,860,221.6,198.65,236,72.6,"Coleomegilla maculata","Coleoptera"
61.6,35,85.4,2019.907,2019,907,267.1,248,286,205.5,"Coleomegilla maculata","Coleoptera"
106.45,106,111.95,2017.954,2017,954,277.6,239.5,292,171.15,"Coleomegilla maculata","Coleoptera"
138.55,138,140.65,2019.1036,2019,1036,266.9,232.45,268,128.35,"Coleomegilla maculata","Coleoptera"
30.8,10,51.6,2018.163,2018,163,310.8,212.2,318,280,"Enallagma civile","Odonata"
82.4,72,94.6,2019.163,2019,163,346.6,241.2,349,264.2,"Enallagma civile","Odonata"
82.3,79,92.15,2019.245,2019,245,292.35,283,294,210.05,"Enallagma civile","Odonata"
89,41,107,2015.274,2015,274,323.75,314,327,234.75,"Enallagma civile","Odonata"
78.4,73,82.6,2016.274,2016,274,340.6,317,347,262.2,"Enallagma civile","Odonata"
82.25,55,90.55,2017.274,2017,274,330.9,325,355,248.65,"Enallagma civile","Odonata"
