"onset","onset_low","onset_high","rowname","year","id_cells","offset","offset_low","offset_high","duration","scientificName","Order"
175,166,185,2018.701,2018,701,265.5,242,277,90.5,"Bombus impatiens","Hymenoptera"
164.5,164,177,2017.702,2017,702,282,262,288,117.5,"Bombus impatiens","Hymenoptera"
148.75,102,187,2019.702,2019,702,255.65,230.5,276,106.9,"Bombus impatiens","Hymenoptera"
148.2,124,168,2015.703,2015,703,242.25,227.85,245,94.05,"Bombus impatiens","Hymenoptera"
139.25,134,162,2016.703,2016,703,247.25,227,248,108,"Bombus impatiens","Hymenoptera"
100.2,93,164.4,2017.703,2017,703,295.8,278.8,297,195.6,"Bombus impatiens","Hymenoptera"
160.3,118,165,2018.703,2018,703,299.5,271.8,322,139.2,"Bombus impatiens","Hymenoptera"
117,91,159,2019.703,2019,703,298,263,299,181,"Bombus impatiens","Hymenoptera"
118.05,101,132,2015.704,2015,704,266.45,242,267,148.4,"Bombus impatiens","Hymenoptera"
175.35,166,183.85,2018.704,2018,704,265.05,250.4,271,89.7,"Bombus impatiens","Hymenoptera"
155.1,154,158.75,2019.704,2019,704,264.3,230.25,272,109.2,"Bombus impatiens","Hymenoptera"
195.5,166,225,2015.728,2015,728,288,272.5,292,92.5,"Bombus impatiens","Hymenoptera"
175.2,168,184,2015.739,2015,739,243.9,219.2,252,68.7,"Bombus impatiens","Hymenoptera"
172.75,133,186,2017.739,2017,739,284.25,264,288,111.5,"Bombus impatiens","Hymenoptera"
155.6,154,176.6,2018.739,2018,739,288.5,278.4,294,132.9,"Bombus impatiens","Hymenoptera"
129.25,100,152.5,2019.739,2019,739,298.5,285.75,309.25,169.25,"Bombus impatiens","Hymenoptera"
168.05,150,189.9,2019.74,2019,740,291.05,284.2,292,123,"Bombus impatiens","Hymenoptera"
179.3,113,191,2018.742,2018,742,282.15,263.65,283,102.85,"Bombus impatiens","Hymenoptera"
106.6,101,124.6,2015.744,2015,744,277.4,260,315,170.8,"Bombus impatiens","Hymenoptera"
174.6,134,181.8,2016.744,2016,744,300.8,284.2,313.2,126.2,"Bombus impatiens","Hymenoptera"
152.55,141,165.55,2017.744,2017,744,285.9,279.9,302,133.35,"Bombus impatiens","Hymenoptera"
122,113,159.5,2018.744,2018,744,290,283.5,298,168,"Bombus impatiens","Hymenoptera"
111.6,96.1,154.6,2019.744,2019,744,293.8,282.8,301.2,182.2,"Bombus impatiens","Hymenoptera"
110.7,96,124.2,2015.745,2015,745,285.8,252.8,300,175.1,"Bombus impatiens","Hymenoptera"
155.6,133,171.1,2016.745,2016,745,282,259.4,293,126.4,"Bombus impatiens","Hymenoptera"
161,99,172,2017.745,2017,745,283,258,308,122,"Bombus impatiens","Hymenoptera"
121.25,96,127.25,2018.745,2018,745,318.75,261.25,327,197.5,"Bombus impatiens","Hymenoptera"
124,117,158,2019.745,2019,745,275.5,256.75,309,151.5,"Bombus impatiens","Hymenoptera"
201.65,119,230.15,2019.769,2019,769,273.3,268.25,279,71.65,"Bombus impatiens","Hymenoptera"
169.8,123,201,2019.771,2019,771,267.2,251.6,269,97.4,"Bombus impatiens","Hymenoptera"
134,121,154.5,2019.779,2019,779,281,242,297,147,"Bombus impatiens","Hymenoptera"
116.25,110,131.25,2017.78,2017,780,272.8,256.05,287,156.55,"Bombus impatiens","Hymenoptera"
116.2,110,125,2018.78,2018,780,279.2,269,295,163,"Bombus impatiens","Hymenoptera"
105.8,99,110.9,2019.78,2019,780,296.1,285.3,302,190.3,"Bombus impatiens","Hymenoptera"
160.35,132,195,2017.781,2017,781,266.6,258.55,272,106.25,"Bombus impatiens","Hymenoptera"
122.5,120,126,2018.781,2018,781,291,243.5,295,168.5,"Bombus impatiens","Hymenoptera"
110.3,107,140.5,2019.781,2019,781,265.65,249.15,275,155.35,"Bombus impatiens","Hymenoptera"
159.2,104,173,2017.782,2017,782,280.8,278,284,121.6,"Bombus impatiens","Hymenoptera"
122.25,118,150.15,2018.782,2018,782,292.1,278.55,316,169.85,"Bombus impatiens","Hymenoptera"
118.45,117,124.6,2019.782,2019,782,295.85,283.25,302,177.4,"Bombus impatiens","Hymenoptera"
175.2,116,190,2019.784,2019,784,300.6,266.2,303,125.4,"Bombus impatiens","Hymenoptera"
156.7,106,184,2016.785,2016,785,282.7,261.35,297,126,"Bombus impatiens","Hymenoptera"
184.9,113,192.7,2017.785,2017,785,287.55,271.75,294,102.65,"Bombus impatiens","Hymenoptera"
119.5,111,130.2,2018.785,2018,785,277.8,266.8,292,158.3,"Bombus impatiens","Hymenoptera"
164.8,119,188,2019.785,2019,785,295.8,285,316,131,"Bombus impatiens","Hymenoptera"
160.35,148,188.45,2018.786,2018,786,290.5,265.6,297,130.15,"Bombus impatiens","Hymenoptera"
113.5,107,146.35,2019.786,2019,786,291.95,274.8,301,178.45,"Bombus impatiens","Hymenoptera"
154.5,110,199,2019.812,2019,812,268,262.5,269,113.5,"Bombus impatiens","Hymenoptera"
166.4,98,192,2019.814,2019,814,275.7,260.55,293,109.3,"Bombus impatiens","Hymenoptera"
145.2,141,172.8,2015.815,2015,815,293.6,254,308,148.4,"Bombus impatiens","Hymenoptera"
123.6,103,186.3,2016.815,2016,815,292.7,266.7,323,169.1,"Bombus impatiens","Hymenoptera"
109,92,157,2017.815,2017,815,293.5,283.5,299,184.5,"Bombus impatiens","Hymenoptera"
141.6,124,163.666113574862,2018.815,2018,815,290.65,273,295,149.05,"Bombus impatiens","Hymenoptera"
171.2,115,187.8,2019.815,2019,815,284.8,279,295.95,113.6,"Bombus impatiens","Hymenoptera"
166.6,105,174.4,2017.819,2017,819,292.6,277.6,296,126,"Bombus impatiens","Hymenoptera"
118,111,122.2,2018.819,2018,819,265.8,251.4,270,147.8,"Bombus impatiens","Hymenoptera"
104.7,87,126.95,2019.819,2019,819,298.85,283.9,308,194.15,"Bombus impatiens","Hymenoptera"
187.75,158,196.25,2015.82,2015,820,281.45,257.15,318,93.6999999999999,"Bombus impatiens","Hymenoptera"
114.8,105,130.8,2016.82,2016,820,301.9,289,316,187.1,"Bombus impatiens","Hymenoptera"
120,101,132,2017.82,2017,820,279,266,292,159,"Bombus impatiens","Hymenoptera"
119.2,110,124,2018.82,2018,820,292.4,276.6,298.8,173.2,"Bombus impatiens","Hymenoptera"
116.4,107,124.2,2019.82,2019,820,281.2,273.2,294,164.8,"Bombus impatiens","Hymenoptera"
159.85,154,177.4,2017.821,2017,821,255.6,242.55,261,95.75,"Bombus impatiens","Hymenoptera"
124.2,117,125.9,2018.821,2018,821,275.9,264.2,293,151.7,"Bombus impatiens","Hymenoptera"
125,111,146,2019.821,2019,821,301,279,303,176,"Bombus impatiens","Hymenoptera"
180,168,185.25,2019.823,2019,823,265.5,260,267,85.5,"Bombus impatiens","Hymenoptera"
135,126,148.95,2017.825,2017,825,262.15,236.5,268,127.15,"Bombus impatiens","Hymenoptera"
209.8,208,221.8,2018.825,2018,825,280.8,266,282,71,"Bombus impatiens","Hymenoptera"
123.4,100,167,2019.825,2019,825,276.25,264.95,292,152.85,"Bombus impatiens","Hymenoptera"
107.5,97,137,2015.826,2015,826,263,253.5,269,155.5,"Bombus impatiens","Hymenoptera"
166,115,186.5,2016.826,2016,826,291.75,282,304,125.75,"Bombus impatiens","Hymenoptera"
119,105,155.75,2017.826,2017,826,287,280.25,304.75,168,"Bombus impatiens","Hymenoptera"
125.6,118,173,2018.826,2018,826,284.8,279.8,293,159.2,"Bombus impatiens","Hymenoptera"
120.2,106,151,2019.826,2019,826,304.7,296,314.25,184.5,"Bombus impatiens","Hymenoptera"
148.1,125,167,2015.855,2015,855,257.35,226.45,281,109.25,"Bombus impatiens","Hymenoptera"
136.95,132,168,2016.855,2016,855,279.6,247.65,294,142.65,"Bombus impatiens","Hymenoptera"
160,147,168,2017.855,2017,855,269.5,253,282,109.5,"Bombus impatiens","Hymenoptera"
128.8,124,152.4,2018.855,2018,855,282.8,275,288,154,"Bombus impatiens","Hymenoptera"
167.3,130,171.85,2019.855,2019,855,279.05,266.65,283,111.75,"Bombus impatiens","Hymenoptera"
138.1,105,194.3,2017.856,2017,856,278.6,249.9,281,140.5,"Bombus impatiens","Hymenoptera"
167.4,162,185.85,2018.856,2018,856,277.95,254.65,282,110.55,"Bombus impatiens","Hymenoptera"
201,147,218,2019.856,2019,856,278.9,272.8,283,77.9,"Bombus impatiens","Hymenoptera"
121.75,104,157.25,2017.857,2017,857,282,256.75,290,160.25,"Bombus impatiens","Hymenoptera"
200,199,203.5,2017.858,2017,858,278.5,251.5,282,78.5,"Bombus impatiens","Hymenoptera"
155,115,156,2016.859,2016,859,278,248,307,123,"Bombus impatiens","Hymenoptera"
147,114,188.2,2017.859,2017,859,276.2,267.6,301,129.2,"Bombus impatiens","Hymenoptera"
151.05,120,200,2018.859,2018,859,279.15,271.15,291,128.1,"Bombus impatiens","Hymenoptera"
143.7,124,164.2,2019.859,2019,859,269.9,263,282,126.2,"Bombus impatiens","Hymenoptera"
157.75,135,170,2018.86,2018,860,258,231,271,100.25,"Bombus impatiens","Hymenoptera"
128.5,114,156.9,2019.86,2019,860,263.1,252,274,134.6,"Bombus impatiens","Hymenoptera"
140.6,140,160.2,2019.862,2019,862,293.4,268,294,152.8,"Bombus impatiens","Hymenoptera"
171.95,118,201,2019.863,2019,863,261.85,246.95,269,89.9,"Bombus impatiens","Hymenoptera"
117.75,111,130.35,2019.865,2019,865,278.6,244.6,284,160.85,"Bombus impatiens","Hymenoptera"
179.7,177,193.65,2016.867,2016,867,301.55,263.6,311,121.85,"Bombus impatiens","Hymenoptera"
112,103,117,2017.867,2017,867,280,258,288,168,"Bombus impatiens","Hymenoptera"
191.6,137,197.1,2018.867,2018,867,274.7,265.4,280,83.1,"Bombus impatiens","Hymenoptera"
176.25,136,192.25,2019.867,2019,867,290.75,278.75,309,114.5,"Bombus impatiens","Hymenoptera"
171.8,151,177,2018.868,2018,868,288.4,259.8,294,116.6,"Bombus impatiens","Hymenoptera"
168.2,129,182.15,2019.868,2019,868,282.25,267.15,286,114.05,"Bombus impatiens","Hymenoptera"
129.15,126,139.95,2018.906,2018,906,274.4,252.8,278,145.25,"Bombus impatiens","Hymenoptera"
137.8,115,186.5,2019.906,2019,906,264.45,252.6,273,126.65,"Bombus impatiens","Hymenoptera"
173.45,159,195.55,2017.907,2017,907,276.6,257.85,280,103.15,"Bombus impatiens","Hymenoptera"
134.3,126,146.4,2018.907,2018,907,285.7,269.85,306,151.4,"Bombus impatiens","Hymenoptera"
132.4,98,149.8,2019.907,2019,907,275.2,262.4,303,142.8,"Bombus impatiens","Hymenoptera"
122.75,113,142.5,2018.909,2018,909,300.5,272,305,177.75,"Bombus impatiens","Hymenoptera"
184.35,125,209.6,2019.909,2019,909,295.05,283.65,303,110.7,"Bombus impatiens","Hymenoptera"
117.75,113,129.4,2017.91,2017,910,280.45,261.85,289,162.7,"Bombus impatiens","Hymenoptera"
145,131,171.6,2018.91,2018,910,273.8,262.8,283,128.8,"Bombus impatiens","Hymenoptera"
164.5,124,192.75,2019.91,2019,910,289.5,279,298,125,"Bombus impatiens","Hymenoptera"
186.8,156,212,2016.911,2016,911,289.25,271,292,102.45,"Bombus impatiens","Hymenoptera"
179.65,137,196,2017.911,2017,911,289.55,257.75,297,109.9,"Bombus impatiens","Hymenoptera"
119.95,119,131.4,2018.911,2018,911,282.15,264.75,285,162.2,"Bombus impatiens","Hymenoptera"
118.75,113,198.85,2019.911,2019,911,288.05,278.5,292,169.3,"Bombus impatiens","Hymenoptera"
150.2,125,160.1,2018.912,2018,912,274.5,255.9,288,124.3,"Bombus impatiens","Hymenoptera"
162.5,139,190,2019.912,2019,912,282.5,264,287,120,"Bombus impatiens","Hymenoptera"
156.95,118,191.3,2015.937,2015,937,280.2,255.85,284,123.25,"Bombus impatiens","Hymenoptera"
122,94,153,2016.937,2016,937,278,269,296,156,"Bombus impatiens","Hymenoptera"
146.6,123,157,2017.937,2017,937,284.2,273.2,293.2,137.6,"Bombus impatiens","Hymenoptera"
142,132,152,2018.937,2018,937,271.5,259.5,280,129.5,"Bombus impatiens","Hymenoptera"
141.15,135,164.6,2019.937,2019,937,276.4,266.85,282,135.25,"Bombus impatiens","Hymenoptera"
174,167,189.6,2019.941,2019,941,274.3,253.6,282,100.3,"Bombus impatiens","Hymenoptera"
118.95,114,134.45,2018.95,2018,950,287.6,268.7,293,168.65,"Bombus impatiens","Hymenoptera"
163.25,110,181,2019.95,2019,950,284,273,287,120.75,"Bombus impatiens","Hymenoptera"
140.25,120,165,2017.952,2017,952,275.55,252.95,276,135.3,"Bombus impatiens","Hymenoptera"
159.4,129,189.6,2018.952,2018,952,288.9,272.4,293,129.5,"Bombus impatiens","Hymenoptera"
144,113,213.9,2019.952,2019,952,292.2,287,304,148.2,"Bombus impatiens","Hymenoptera"
125.7,114,140,2016.953,2016,953,253.2,212,264,127.5,"Bombus impatiens","Hymenoptera"
202,189,215,2017.953,2017,953,287,260,288,85,"Bombus impatiens","Hymenoptera"
136.5,126,156.1,2018.953,2018,953,280.2,248.2,283,143.7,"Bombus impatiens","Hymenoptera"
128,126,138,2019.953,2019,953,285,259,292,157,"Bombus impatiens","Hymenoptera"
121.25,117,157.7,2015.954,2015,954,269.55,255.95,284,148.3,"Bombus impatiens","Hymenoptera"
178.5,129,188.5,2016.954,2016,954,286,277,293,107.5,"Bombus impatiens","Hymenoptera"
113.9,107,163.3,2017.954,2017,954,290.2,281.3,302,176.3,"Bombus impatiens","Hymenoptera"
119.9,116,126.8,2018.954,2018,954,287.2,279.2,294,167.3,"Bombus impatiens","Hymenoptera"
117.65,111,123,2019.954,2019,954,291.35,284.7,296.35,173.7,"Bombus impatiens","Hymenoptera"
147.5,134,175.1,2018.979,2018,979,281.1,270,291,133.6,"Bombus impatiens","Hymenoptera"
150.7,150,166.4,2019.979,2019,979,270.3,229.4,271,119.6,"Bombus impatiens","Hymenoptera"
144.7,133,168.8,2018.98,2018,980,271.45,265.45,280,126.75,"Bombus impatiens","Hymenoptera"
160.7,150,172.95,2019.98,2019,980,280.35,266.6,293,119.65,"Bombus impatiens","Hymenoptera"
149.45,130,178.25,2015.995,2015,995,289.65,269.55,293,140.2,"Bombus impatiens","Hymenoptera"
138.7,128,143.05,2016.995,2016,995,299.45,281.65,313,160.75,"Bombus impatiens","Hymenoptera"
118.1,113,147.05,2017.995,2017,995,294.3,281.65,296,176.2,"Bombus impatiens","Hymenoptera"
134.95,129,141.95,2018.995,2018,995,282.6,258.1,286,147.65,"Bombus impatiens","Hymenoptera"
143.25,131,154.1,2019.995,2019,995,272.45,263.25,277,129.2,"Bombus impatiens","Hymenoptera"
140.4,138,141.8,2016.996,2016,996,281.6,242.8,288,141.2,"Bombus impatiens","Hymenoptera"
137.25,119,168.15,2017.996,2017,996,286.35,270.8,301,149.1,"Bombus impatiens","Hymenoptera"
132.9,131,158.65,2018.996,2018,996,283.3,262.1,289,150.4,"Bombus impatiens","Hymenoptera"
197.5,131,214,2019.996,2019,996,299.6,290.55,305,102.1,"Bombus impatiens","Hymenoptera"
141.4,140,164.2,2015.997,2015,997,275.6,266,277,134.2,"Bombus impatiens","Hymenoptera"
163.8,132,173.9,2016.997,2016,997,272.1,245.1,281,108.3,"Bombus impatiens","Hymenoptera"
141.55,137,174.55,2018.997,2018,997,272.7,255,287,131.15,"Bombus impatiens","Hymenoptera"
193.1,147,204,2019.997,2019,997,288.65,266.95,295,95.55,"Bombus impatiens","Hymenoptera"
129.45,127,138.2,2015.1036,2015,1036,294.25,269.4,314,164.8,"Bombus impatiens","Hymenoptera"
139.3,115,153,2016.1036,2016,1036,291.6,280,307,152.3,"Bombus impatiens","Hymenoptera"
149.1,137,151.9,2017.1036,2017,1036,283.2,272.2,295,134.1,"Bombus impatiens","Hymenoptera"
127.5,124,137.5,2018.1036,2018,1036,282.5,274,293,155,"Bombus impatiens","Hymenoptera"
140.8,126,150.4,2019.1036,2019,1036,291.3,282.3,297,150.5,"Bombus impatiens","Hymenoptera"
136.5,136,139,2017.1038,2017,1038,254,224,266,117.5,"Bombus impatiens","Hymenoptera"
125.3,119,149.65,2018.1038,2018,1038,291.35,285.1,293,166.05,"Bombus impatiens","Hymenoptera"
144.85,131,158.7,2019.1038,2019,1038,296.15,291.3,303,151.3,"Bombus impatiens","Hymenoptera"
166,163,194.4,2019.1039,2019,1039,279.2,264.4,287,113.2,"Bombus impatiens","Hymenoptera"
150,140,165,2019.1084,2019,1084,272.5,252,276,122.5,"Bombus impatiens","Hymenoptera"
66.8,66,78.2,2019.425,2019,425,208.6,167,335,141.8,"Bombus melanopygus","Hymenoptera"
73.25,50,81,2019.463,2019,463,364.25,212,365,291,"Bombus melanopygus","Hymenoptera"
60,44,76,2017.501,2017,501,330.5,164.5,333,270.5,"Bombus melanopygus","Hymenoptera"
103.5,29,117.3,2019.502,2019,502,331.9,187.2,354,228.4,"Bombus melanopygus","Hymenoptera"
79,68,90,2019.503,2019,503,259.5,187,318,180.5,"Bombus melanopygus","Hymenoptera"
55.4,7,95,2017.666,2017,666,259.7,144.85,362,204.3,"Bombus melanopygus","Hymenoptera"
14.1,5,43.7,2018.666,2018,666,149.9,116.5,323,135.8,"Bombus melanopygus","Hymenoptera"
73.8,32,89.8,2019.666,2019,666,342.2,164.2,362,268.4,"Bombus melanopygus","Hymenoptera"
90.15,83,94,2019.667,2019,667,171.9,130.4,181,81.75,"Bombus melanopygus","Hymenoptera"
47,20,56,2016.707,2016,707,139,116.5,151,92,"Bombus melanopygus","Hymenoptera"
41.3,26,50.3,2017.707,2017,707,149.5,134.9,154,108.2,"Bombus melanopygus","Hymenoptera"
32.8,12,49.8,2018.707,2018,707,329.6,260.2,363,296.8,"Bombus melanopygus","Hymenoptera"
32.5,22,45,2019.707,2019,707,307.5,207.5,361,275,"Bombus melanopygus","Hymenoptera"
74.25,60,79,2019.708,2019,708,209.75,142,350,135.5,"Bombus melanopygus","Hymenoptera"
47.8,10,62.2,2018.747,2018,747,307,292.5,316,259.2,"Bombus melanopygus","Hymenoptera"
88.5,78,95.5,2019.747,2019,747,228,186,298,139.5,"Bombus melanopygus","Hymenoptera"
94.75,88,109,2019.748,2019,748,187.5,145,294,92.75,"Bombus melanopygus","Hymenoptera"
74.05,70,79,2019.999,2019,999,143.25,122.55,150,69.2,"Bombus melanopygus","Hymenoptera"
107.85,102,115,2015.1044,2015,1044,205.45,139.6,250,97.5999999999999,"Bombus melanopygus","Hymenoptera"
78.6,43,111.35,2018.1044,2018,1044,278.1,186.9,286,199.5,"Bombus melanopygus","Hymenoptera"
23.8,15,45.1,2019.1044,2019,1044,270.3,164.4,280,246.5,"Bombus melanopygus","Hymenoptera"
30.8,28,61.4,2019.1088,2019,1088,151,146,158,120.2,"Bombus melanopygus","Hymenoptera"
89.5,44,109,2015.1089,2015,1089,266.9,241.2,269,177.4,"Bombus melanopygus","Hymenoptera"
81.6,60,108,2016.1089,2016,1089,183.95,145.15,188,102.35,"Bombus melanopygus","Hymenoptera"
97.6,36,123.9,2018.1089,2018,1089,282.6,243,309,185,"Bombus melanopygus","Hymenoptera"
75.75,25,78.75,2019.1089,2019,1089,163,152.25,169,87.25,"Bombus melanopygus","Hymenoptera"
94.35,85,103.15,2015.1134,2015,1134,277.45,142,278,183.1,"Bombus melanopygus","Hymenoptera"
82.1,74,92.45,2019.1134,2019,1134,158.35,135.5,166,76.25,"Bombus melanopygus","Hymenoptera"
142.6,74,172,2018.1135,2018,1135,236.2,226.137112916066,239,93.6,"Bombus melanopygus","Hymenoptera"
75.4,36,121.7,2018.118,2018,1180,207.3,184,272,131.9,"Bombus melanopygus","Hymenoptera"
7.05,6,10.15,2019.118,2019,1180,150.85,145.95,154,143.8,"Bombus melanopygus","Hymenoptera"
84.5,69,129.15,2018.1181,2018,1181,260.25,221.7,302,175.75,"Bombus melanopygus","Hymenoptera"
19.4,14,41.8,2019.1181,2019,1181,186,152.6,363,166.6,"Bombus melanopygus","Hymenoptera"
149.7,147,173.55,2018.1185,2018,1185,235.8,223.55,243,86.1,"Bombus melanopygus","Hymenoptera"
80,79,96.5,2018.1227,2018,1227,264,228,269,184,"Bombus melanopygus","Hymenoptera"
94.9,76,118,2019.1227,2019,1227,199.3,154.1,229,104.4,"Bombus melanopygus","Hymenoptera"
114.5,112,162.5,2019.201,2019,201,280,236.5,300,165.5,"Bombus pensylvanicus","Hymenoptera"
248.6,239,255,2015.222,2015,222,316.2,308.2,318,67.6,"Bombus pensylvanicus","Hymenoptera"
197.9,120,202,2016.222,2016,222,251.15,240.7,273,53.25,"Bombus pensylvanicus","Hymenoptera"
171.5,168,194.5,2017.222,2017,222,241,230.5,248,69.5,"Bombus pensylvanicus","Hymenoptera"
205.2,198,213.6,2019.222,2019,222,312.2,280,314,107,"Bombus pensylvanicus","Hymenoptera"
112.7,101,124.2,2018.226,2018,226,291.35,287,292,178.65,"Bombus pensylvanicus","Hymenoptera"
208.95,195,226,2018.245,2018,245,292.75,273.8,295,83.8,"Bombus pensylvanicus","Hymenoptera"
136.9,118,161,2019.245,2019,245,318.25,298.95,339,181.35,"Bombus pensylvanicus","Hymenoptera"
172.6,170,175.3,2015.247,2015,247,303.15,238.35,348,130.55,"Bombus pensylvanicus","Hymenoptera"
143.25,21,184,2016.247,2016,247,283.25,259,287,140,"Bombus pensylvanicus","Hymenoptera"
84.4,74,135.5,2017.247,2017,247,267,229.95,280,182.6,"Bombus pensylvanicus","Hymenoptera"
119.25,105,186.5,2018.247,2018,247,304.5,280.2,333,185.25,"Bombus pensylvanicus","Hymenoptera"
126.15,116,167.35,2019.247,2019,247,290.35,277.7,337,164.2,"Bombus pensylvanicus","Hymenoptera"
129.7,108,144.4,2016.248,2016,248,288.3,259.8,303,158.6,"Bombus pensylvanicus","Hymenoptera"
119.2,117,165,2019.248,2019,248,257.2,238.4,272,138,"Bombus pensylvanicus","Hymenoptera"
61.85,61,116.4,2019.256,2019,256,280.8,218,291,218.95,"Bombus pensylvanicus","Hymenoptera"
97.2,45,132.5,2016.274,2016,274,287.6,283.2,297,190.4,"Bombus pensylvanicus","Hymenoptera"
96.6,88,106.6,2017.274,2017,274,299.4,283,312,202.8,"Bombus pensylvanicus","Hymenoptera"
111.75,80,154,2018.274,2018,274,292.25,281,308,180.5,"Bombus pensylvanicus","Hymenoptera"
169,93,184,2019.274,2019,274,309,295,327,140,"Bombus pensylvanicus","Hymenoptera"
149.5,95,204,2016.275,2016,275,292,272,302,142.5,"Bombus pensylvanicus","Hymenoptera"
114,102,142,2017.275,2017,275,276,228,279,162,"Bombus pensylvanicus","Hymenoptera"
179.9,134,188,2019.275,2019,275,316.15,287.25,334,136.25,"Bombus pensylvanicus","Hymenoptera"
184.2,76,206,2016.276,2016,276,293.2,259.4,299,109,"Bombus pensylvanicus","Hymenoptera"
162.8,77,179.2,2018.276,2018,276,309.1,299.7,311,146.3,"Bombus pensylvanicus","Hymenoptera"
162.75,69,181.75,2019.276,2019,276,294.75,290.5,328.75,132,"Bombus pensylvanicus","Hymenoptera"
111.95,107,116,2019.278,2019,278,260.7,223,286,148.75,"Bombus pensylvanicus","Hymenoptera"
111.55,89,130,2018.281,2018,281,284.5,264.05,290,172.95,"Bombus pensylvanicus","Hymenoptera"
54.2,30,92.7,2019.281,2019,281,292.85,262.6,300,238.65,"Bombus pensylvanicus","Hymenoptera"
187.2,159,192,2019.307,2019,307,286.6,241.4,309,99.4,"Bombus pensylvanicus","Hymenoptera"
173.9,131,209,2019.308,2019,308,322.95,290.6,340,149.05,"Bombus pensylvanicus","Hymenoptera"
104.65,92,137.1,2018.31,2018,310,261.45,232.25,284,156.8,"Bombus pensylvanicus","Hymenoptera"
198.7,187,213,2015.341,2015,341,284.3,249.15,287,85.6,"Bombus pensylvanicus","Hymenoptera"
171.85,44,176.95,2016.341,2016,341,291.75,283.15,302,119.9,"Bombus pensylvanicus","Hymenoptera"
183,81,196.5,2017.341,2017,341,293,280.5,296,110,"Bombus pensylvanicus","Hymenoptera"
98.1,83,136,2018.341,2018,341,287.75,248.8,294,189.65,"Bombus pensylvanicus","Hymenoptera"
169.6,168,177.2,2019.341,2019,341,276.2,247.4,293,106.6,"Bombus pensylvanicus","Hymenoptera"
155.25,151,179.8,2016.373,2016,373,273.25,247,303,118,"Bombus pensylvanicus","Hymenoptera"
184,170,190,2018.373,2018,373,303.2,243.7,306,119.2,"Bombus pensylvanicus","Hymenoptera"
128.85,110,152.05,2015.374,2015,374,300.3,281.3,315,171.45,"Bombus pensylvanicus","Hymenoptera"
102.85,72,116.95,2016.374,2016,374,306.15,289.05,317,203.3,"Bombus pensylvanicus","Hymenoptera"
93.9,68,105.3,2017.374,2017,374,281.7,274.7,287,187.8,"Bombus pensylvanicus","Hymenoptera"
97.6,85,114,2018.374,2018,374,285.6,279.6,293.6,188,"Bombus pensylvanicus","Hymenoptera"
115.95,92,126.8,2019.374,2019,374,291.05,286.05,297,175.1,"Bombus pensylvanicus","Hymenoptera"
159,132,192,2019.404,2019,404,270.45,258.55,279,111.45,"Bombus pensylvanicus","Hymenoptera"
84.6,69,93,2018.408,2018,408,275.85,214.1,283,191.25,"Bombus pensylvanicus","Hymenoptera"
134.9,131,177.3,2019.454,2019,454,283.75,266,287,148.85,"Bombus pensylvanicus","Hymenoptera"
148,142,171.5,2016.473,2016,473,273.5,246.5,284,125.5,"Bombus pensylvanicus","Hymenoptera"
175.7,151,189,2018.473,2018,473,273.95,263,285,98.25,"Bombus pensylvanicus","Hymenoptera"
115,105,129.5,2019.473,2019,473,267,259.5,275,152,"Bombus pensylvanicus","Hymenoptera"
150.25,120,175,2018.481,2018,481,238.85,222,246,88.6,"Bombus pensylvanicus","Hymenoptera"
123.2,119,125.7,2019.481,2019,481,237.3,224.1,238,114.1,"Bombus pensylvanicus","Hymenoptera"
157.05,153,175.95,2019.577,2019,577,275.3,246.25,278,118.25,"Bombus pensylvanicus","Hymenoptera"
199.75,193,202.75,2019.652,2019,652,265.5,249,267,65.75,"Bombus pensylvanicus","Hymenoptera"
151.6,142,156.4,2019.697,2019,697,261.4,232.4,275,109.8,"Bombus pensylvanicus","Hymenoptera"
165.9,130,171.45,2017.745,2017,745,268.65,252.55,278,102.75,"Bombus pensylvanicus","Hymenoptera"
148.25,119,164,2018.745,2018,745,290.9,252,326,142.65,"Bombus pensylvanicus","Hymenoptera"
196.75,194,199,2015.1036,2015,1036,240.7,217.45,266,43.95,"Bombus terricola","Hymenoptera"
148.2,126,163,2018.1036,2018,1036,213.4,208.8,214,65.2,"Bombus terricola","Hymenoptera"
128,85,171,2019.1036,2019,1036,217.5,208,221,89.5,"Bombus terricola","Hymenoptera"
169.65,166,188.35,2018.701,2018,701,240.9,235.85,243,71.25,"Bombus vagans","Hymenoptera"
155.55,151,181.4,2018.937,2018,937,266.35,259.8,267,110.8,"Bombus vagans","Hymenoptera"
177.85,146,195,2018.98,2018,980,262.75,249.95,266,84.9,"Bombus vagans","Hymenoptera"
132.2,125,141,2015.997,2015,997,224.95,197.55,238,92.75,"Bombus vagans","Hymenoptera"
161.55,161,163.65,2015.1036,2015,1036,251.3,230.15,259,89.75,"Bombus vagans","Hymenoptera"
203.8,159,215,2016.1036,2016,1036,254.8,241.8,262,51,"Bombus vagans","Hymenoptera"
146.5,145,165,2018.1138,2018,1138,229.5,217.5,231,83,"Bombus vagans","Hymenoptera"
166,139,169,2018.1185,2018,1185,256.4,241.3,260,90.4,"Bombus vagans","Hymenoptera"
85.15,82,97.75,2019.256,2019,256,269.5,183.35,274,184.35,"Calopteryx maculata","Odonata"
81,69,89.5,2018.276,2018,276,258.25,202.75,259,177.25,"Calopteryx maculata","Odonata"
98.75,96,102.65,2019.276,2019,276,264.55,188.35,297,165.8,"Calopteryx maculata","Odonata"
